document_id,taxonomy_label_id,taxonomy_label,relevance_score,confidence_bin,similarity_score_global,similarity_score_sent,similarity_score_key,global_bin,local_bin,num_matching_sentences,num_sentences
astro_002,transmission_spectroscopy,Astrophysics > Planetary Science > Planetary Atmospheres > Transmission Spectroscopy,0.47800210416316985,high,0.49188336730003357,0.6608741879463196,0.0,high,high,1,2
astro_002,planetary_atmospheres,Astrophysics > Planetary Science > Planetary Atmospheres,0.430603438615799,medium,0.49848484992980957,0.5621159672737122,0.0,high,medium,1,2
astro_002,atmospheric_escape,Astrophysics > Planetary Science > Planetary Atmospheres > Atmospheric Escape,0.2739351987838745,low,0.0,0.547870397567749,0.0,low,low,1,2
astro_002,thermal_emission,Astrophysics > Planetary Science > Planetary Atmospheres > Thermal Emission Spectra,0.2738601863384247,low,0.0,0.5477203726768494,0.0,low,low,1,2
astro_002,atmospheric_dynamics,Astrophysics > Planetary Science > Planetary Atmospheres > Atmospheric Dynamics,0.2701598107814789,low,0.0,0.5403196215629578,0.0,low,low,1,2
astro_002,atmospheric_chemistry,Astrophysics > Planetary Science > Planetary Atmospheres > Atmospheric Chemistry,0.2672090232372284,low,0.0,0.5344180464744568,0.0,low,low,1,2
astro_002,clouds_hazes,Astrophysics > Planetary Science > Planetary Atmospheres > Clouds and Hazes,0.2405347228050232,low,0.0,0.4810694456100464,0.0,low,low,1,2
astro_003,dm_halos,Astrophysics > Cosmology > Dark Matter > Dark Matter Halos,0.6085705935955048,high,0.7432816028594971,0.7711722254753113,0.0,high,high,2,2
astro_003,dm_simulations,Astrophysics > Cosmology > Dark Matter > N-Body Simulations,0.58642498254776,high,0.6988583207130432,0.7535349726676941,0.0,high,high,2,2
astro_003,dark_matter,Astrophysics > Cosmology > Dark Matter,0.5228012204170227,high,0.6457874178886414,0.6581299901008606,0.0,high,high,2,2
astro_003,wimps,Astrophysics > Cosmology > Dark Matter > Weakly Interacting Massive Particles,0.5173556208610535,medium,0.6384885311126709,0.6516181230545044,0.0,high,medium,2,2
astro_003,dark_energy,Astrophysics > Cosmology > Dark Energy,0.45396800041198726,medium,0.5569198131561279,0.5737841129302979,0.0,high,medium,2,2
astro_003,primordial_black_holes,Astrophysics > Cosmology > Dark Matter > Primordial Black Holes,0.4422716915607452,low,0.5392699837684631,0.5609813928604126,0.0,high,low,2,2
astro_003,equation_of_state,Astrophysics > Cosmology > Dark Energy > Equation of State,0.4324161410331726,low,0.5216166377067566,0.5518622994422913,0.0,high,low,1,2
astro_003,dm_detection,Astrophysics > Cosmology > Dark Matter > Direct Detection Experiments,0.43656945824623106,low,0.5437533259391785,0.5468869209289551,0.0,high,low,2,2
astro_003,galactic_halo,Astrophysics > Galactic Astrophysics > Milky Way Structure > Galactic Halo,0.43125889301300047,low,0.5302647948265076,0.5443589091300964,0.0,high,low,2,2
astro_003,cosmological_constant,Astrophysics > Cosmology > Dark Energy > Cosmological Constant,0.4315821409225464,low,0.5339834690093994,0.5427742004394531,0.0,high,low,1,2
astro_003,large_scale_structure,Astrophysics > Cosmology > Large-Scale Structure,0.22914659976959229,low,0.0,0.45829319953918457,0.0,low,low,1,2
astro_004,grb_afterglows,Astrophysics > High-Energy Astrophysics > Gamma-Ray Bursts > GRB Afterglows,0.5151476323604584,high,0.6286857724189758,0.6530838012695312,0.0,high,high,1,1
astro_004,grb,Astrophysics > High-Energy Astrophysics > Gamma-Ray Bursts,0.4890414834022522,medium,0.6145830154418945,0.6093331575393677,0.0,high,medium,1,1
astro_004,grb_progenitors,Astrophysics > High-Energy Astrophysics > Gamma-Ray Bursts > GRB Progenitors,0.45611276626586916,low,0.5637921690940857,0.5739502310752869,0.0,high,low,1,1
astro_004,xray_transients,Astrophysics > High-Energy Astrophysics > X-Ray Astronomy > X-Ray Transients,0.45620187520980837,low,0.5876447558403015,0.5598168969154358,0.0,high,low,1,1
astro_004,xray_timing,Astrophysics > High-Energy Astrophysics > X-Ray Astronomy > X-Ray Timing,0.43802595138549805,low,0.532577633857727,0.5565053224563599,0.0,high,low,1,1
astro_004,xray_astronomy,Astrophysics > High-Energy Astrophysics > X-Ray Astronomy,0.43657296895980835,low,0.5293896794319153,0.5555121302604675,0.0,high,low,1,1
astro_004,grb_jets,Astrophysics > High-Energy Astrophysics > Gamma-Ray Bursts > GRB Jet Physics,0.4237459659576416,low,0.5530245304107666,0.5156772136688232,0.0,high,low,1,1
astro_004,long_grb,Astrophysics > High-Energy Astrophysics > Gamma-Ray Bursts > Long Gamma-Ray Bursts,0.4102899551391601,low,0.5089905261993408,0.5151855945587158,0.0,medium,low,1,1
astro_004,short_grb,Astrophysics > High-Energy Astrophysics > Gamma-Ray Bursts > Short Gamma-Ray Bursts,0.4013711333274841,low,0.5032824873924255,0.5007727742195129,0.0,medium,low,1,1
astro_004,xray_background,Astrophysics > High-Energy Astrophysics > X-Ray Astronomy > Cosmic X-Ray Background,0.3930133581161499,low,0.4831661283969879,0.49612703919410706,0.0,medium,low,1,1
astro_005,direct_imaging,Astrophysics > Planetary Science > Exoplanets > Direct Imaging,0.5145420908927918,high,0.6284550428390503,0.6520111560821533,0.0,high,high,1,2
astro_005,hot_jupiters,Astrophysics > Planetary Science > Exoplanets > Hot Jupiters,0.4170998394489288,medium,0.511536717414856,0.5272776484489441,0.0,medium,medium,1,2
astro_005,white_dwarf_formation,Astrophysics > Stellar Physics > Stellar Evolution > White Dwarf Formation,0.4191421329975128,medium,0.5262203216552734,0.5225520730018616,0.0,medium,medium,1,2
astro_005,exoplanets,Astrophysics > Planetary Science > Exoplanets,0.42171897888183596,medium,0.5361934304237366,0.5217218995094299,0.0,medium,medium,2,2
astro_005,transit_method,Astrophysics > Planetary Science > Exoplanets > Transit Photometry,0.40427843630313876,medium,0.4842087924480438,0.5180315971374512,0.0,medium,medium,1,2
astro_005,white_dwarfs,Astrophysics > Stellar Physics > Compact Objects > White Dwarfs,0.381792414188385,medium,0.47315365076065063,0.47969263792037964,0.0,medium,medium,1,2
astro_005,super_earths,Astrophysics > Planetary Science > Exoplanets > Super-Earths,0.37512125372886657,medium,0.47960078716278076,0.4624820351600647,0.0,medium,medium,1,2
astro_005,asymptotic_giants,Astrophysics > Stellar Physics > Stellar Evolution > Asymptotic Giant Branch,0.47771295309066775,high,0.4772891402244568,0.6690524220466614,0.0,high,high,1,2
astro_005,red_giants,Astrophysics > Stellar Physics > Stellar Evolution > Red Giant Branch,0.2761114537715912,low,0.0,0.5522229075431824,0.0,low,low,1,2
astro_005,habitable_zone,Astrophysics > Planetary Science > Exoplanets > Habitable Zone Planets,0.2541391849517822,low,0.0,0.5082783699035645,0.0,low,low,1,2
astro_005,horizontal_branch,Astrophysics > Stellar Physics > Stellar Evolution > Horizontal Branch Stars,0.25220876932144165,low,0.0,0.5044175386428833,0.0,low,low,1,2
astro_005,gas_giants,Astrophysics > Planetary Science > Solar System Bodies > Gas Giants,0.25139737129211426,low,0.0,0.5027947425842285,0.0,low,low,1,2
astro_005,ice_giants,Astrophysics > Planetary Science > Solar System Bodies > Ice Giants,0.24990923702716827,low,0.0,0.49981847405433655,0.0,low,low,1,2
astro_005,main_sequence,Astrophysics > Stellar Physics > Stellar Evolution > Main Sequence Evolution,0.24372459948062897,low,0.0,0.48744919896125793,0.0,low,low,1,2
astro_005,stellar_evolution,Astrophysics > Stellar Physics > Stellar Evolution,0.23757383227348328,low,0.0,0.47514766454696655,0.0,low,low,1,2
astro_005,planet_interactions,Astrophysics > Planetary Science > Planetary Formation > Planet-Planet Interactions,0.23255620896816254,low,0.0,0.4651124179363251,0.0,low,low,1,2
astro_006,galactic_halo,Astrophysics > Galactic Astrophysics > Milky Way Structure > Galactic Halo,0.4490348160266876,medium,0.5698354244232178,0.5561683773994446,0.0,high,medium,1,2
astro_006,mass_metallicity,Astrophysics > Galactic Astrophysics > Galaxy Evolution > Mass-Metallicity Relation,0.4424139499664307,medium,0.5522699952125549,0.5534659028053284,0.0,high,medium,1,2
astro_006,stellar,Astrophysics > Stellar Physics,0.26106885075569153,low,0.0,0.5221377015113831,0.0,low,low,1,2
astro_006,stellar_evolution,Astrophysics > Stellar Physics > Stellar Evolution,0.41348279714584346,medium,0.5202605724334717,0.514809250831604,0.0,medium,medium,2,2
astro_006,stellar_streams,Astrophysics > Galactic Astrophysics > Milky Way Structure > Stellar Streams,0.5023752689361572,high,0.565535306930542,0.6654293537139893,0.0,high,high,2,2
astro_006,star_formation,Astrophysics > Galactic Astrophysics > Star Formation,0.4124959588050842,medium,0.5232370495796204,0.5110496878623962,0.0,medium,medium,2,2
astro_006,main_sequence,Astrophysics > Stellar Physics > Stellar Evolution > Main Sequence Evolution,0.40129987299442293,low,0.5177896022796631,0.491925984621048,0.0,medium,low,2,2
astro_006,imf,Astrophysics > Galactic Astrophysics > Star Formation > Initial Mass Function,0.23936420679092407,low,0.0,0.47872841358184814,0.0,low,low,1,2
astro_006,star_clusters,Astrophysics > Galactic Astrophysics > Star Formation > Star Cluster Formation,0.23600290715694427,low,0.0,0.47200581431388855,0.0,low,low,1,2
astro_006,molecular_clouds,Astrophysics > Galactic Astrophysics > Star Formation > Molecular Clouds,0.23363150656223297,low,0.0,0.46726301312446594,0.0,low,low,1,2
astro_006,milky_way,Astrophysics > Galactic Astrophysics > Milky Way Structure,0.4273996353149414,medium,0.5455538630485535,0.5274669528007507,0.0,high,medium,1,2
astro_006,galaxy_evolution,Astrophysics > Galactic Astrophysics > Galaxy Evolution,0.4187274813652039,medium,0.5223681330680847,0.5240340828895569,0.0,medium,medium,1,2
astro_006,quenching,Astrophysics > Galactic Astrophysics > Galaxy Evolution > Star Formation Quenching,0.4066888004541397,medium,0.4983842074871063,0.5143470764160156,0.0,medium,medium,1,2
astro_006,spiral_arms,Astrophysics > Galactic Astrophysics > Milky Way Structure > Spiral Arm Structure,0.2513525187969208,low,0.0,0.5027050375938416,0.0,low,low,1,2
astro_006,protostellar_evolution,Astrophysics > Galactic Astrophysics > Star Formation > Protostellar Evolution,0.2465747743844986,low,0.0,0.4931495487689972,0.0,low,low,1,2
astro_006,galaxy_mergers,Astrophysics > Galactic Astrophysics > Galaxy Evolution > Galaxy Mergers,0.23872539401054382,low,0.0,0.47745078802108765,0.0,low,low,1,2
astro_007,pulsar_timing,Astrophysics > High-Energy Astrophysics > Neutron Stars > Pulsar Timing Arrays,0.5348623514175415,high,0.7017644643783569,0.6486660242080688,0.0,high,high,2,2
astro_007,millisecond_pulsars,Astrophysics > High-Energy Astrophysics > Neutron Stars > Millisecond Pulsars,0.5262389838695526,high,0.6698630452156067,0.6505601406097412,0.0,high,high,2,2
astro_007,pulsars,Astrophysics > Stellar Physics > Compact Objects > Pulsars,0.4699546039104462,medium,0.5331884622573853,0.6199961304664612,0.0,high,medium,1,2
astro_007,glitches,Astrophysics > High-Energy Astrophysics > Neutron Stars > Pulsar Glitches,0.4738697528839111,medium,0.5658637881278992,0.6082212328910828,0.0,high,medium,1,2
astro_007,neutron_star_physics,Astrophysics > Stellar Physics > Compact Objects > Neutron Star Physics,0.29647427797317505,low,0.0,0.5929485559463501,0.0,low,low,1,2
astro_007,neutron_stars,Astrophysics > High-Energy Astrophysics > Neutron Stars,0.2807375192642212,low,0.0,0.5614750385284424,0.0,low,low,1,2
astro_007,ns_equation_state,Astrophysics > High-Energy Astrophysics > Neutron Stars > Equation of State,0.2805701792240143,low,0.0,0.5611403584480286,0.0,low,low,1,2
astro_007,s_process,Astrophysics > Stellar Physics > Stellar Nucleosynthesis > Slow Neutron Capture,0.2655194103717804,low,0.0,0.5310388207435608,0.0,low,low,1,2
astro_007,r_process,Astrophysics > Stellar Physics > Stellar Nucleosynthesis > Rapid Neutron Capture,0.26173821091651917,low,0.0,0.5234764218330383,0.0,low,low,1,2
astro_007,ns_cooling,Astrophysics > High-Energy Astrophysics > Neutron Stars > Neutron Star Cooling,0.24193896353244781,low,0.0,0.48387792706489563,0.0,low,low,1,2
astro_008,protoplanetary_disks,Astrophysics > Planetary Science > Planetary Formation > Protoplanetary Disks,0.48863024115562437,high,0.6204430460929871,0.6049946546554565,0.0,high,high,2,2
astro_008,debris_disks,Astrophysics > Planetary Science > Planetary Formation > Debris Disks,0.4198233425617218,medium,0.5445777177810669,0.5129000544548035,0.0,medium,medium,2,2
astro_008,direct_imaging,Astrophysics > Planetary Science > Exoplanets > Direct Imaging,0.38993837535381315,low,0.5149124264717102,0.4709292948246002,0.0,medium,low,1,2
astro_008,planet_formation,Astrophysics > Planetary Science > Planetary Formation,0.40442848205566406,low,0.5035620927810669,0.506719708442688,0.0,medium,low,2,2
astro_008,hot_jupiters,Astrophysics > Planetary Science > Exoplanets > Hot Jupiters,0.43790813684463503,medium,0.5237181782722473,0.5615853667259216,0.0,high,medium,1,2
astro_008,exoplanets,Astrophysics > Planetary Science > Exoplanets,0.4172351539134979,medium,0.49979305267333984,0.5345944762229919,0.0,medium,medium,1,2
astro_008,gas_giants,Astrophysics > Planetary Science > Solar System Bodies > Gas Giants,0.25822898745536804,low,0.0,0.5164579749107361,0.0,low,low,1,2
astro_008,solar_system,Astrophysics > Planetary Science > Solar System Bodies,0.4076821625232696,medium,0.5013304352760315,0.5145660638809204,0.0,medium,medium,1,2
astro_008,planet_interactions,Astrophysics > Planetary Science > Planetary Formation > Planet-Planet Interactions,0.3944144308567047,low,0.4732440114021301,0.5048824548721313,0.0,medium,low,1,2
astro_008,super_earths,Astrophysics > Planetary Science > Exoplanets > Super-Earths,0.24655944108963013,low,0.0,0.49311888217926025,0.0,low,low,1,2
astro_008,habitable_zone,Astrophysics > Planetary Science > Exoplanets > Habitable Zone Planets,0.38609815537929537,low,0.47475743293762207,0.48734185099601746,0.0,medium,low,1,2
astro_009,blazars,Astrophysics > Galactic Astrophysics > Active Galactic Nuclei > Blazars,0.40011883676052096,medium,0.5193339586257935,0.4886372983455658,0.0,medium,medium,2,2
astro_009,grb,Astrophysics > High-Energy Astrophysics > Gamma-Ray Bursts,0.37236599922180175,low,0.4719231128692627,0.4615781307220459,0.0,low,medium,1,2
astro_009,agn_jets,Astrophysics > Galactic Astrophysics > Active Galactic Nuclei > Relativistic Jets,0.44419621825218203,high,0.5169134140014648,0.5782443881034851,0.0,high,high,1,2
astro_009,high_energy,Astrophysics > High-Energy Astrophysics,0.25504177808761597,low,0.0,0.5100835561752319,0.0,low,low,1,2
astro_009,sz_effect,Astrophysics > Cosmology > Cosmic Microwave Background > Sunyaev-Zeldovich Effect,0.40126517713069915,medium,0.4957493245601654,0.5050807595252991,0.0,medium,medium,1,2
astro_009,agn,Astrophysics > Galactic Astrophysics > Active Galactic Nuclei,0.25094178318977356,low,0.0,0.5018835663795471,0.0,low,low,1,2
astro_009,cosmic_rays_ism,Astrophysics > Galactic Astrophysics > Interstellar Medium > Cosmic Ray Interactions,0.23843102157115936,low,0.0,0.4768620431423187,0.0,low,low,1,2
astro_009,galactic,Astrophysics > Galactic Astrophysics,0.2346162497997284,low,0.0,0.4692324995994568,0.0,low,low,1,2
astro_009,quasars,Astrophysics > Galactic Astrophysics > Active Galactic Nuclei > Quasars,0.2335408329963684,low,0.0,0.4670816659927368,0.0,low,low,1,2
astro_009,seyfert_galaxies,Astrophysics > Galactic Astrophysics > Active Galactic Nuclei > Seyfert Galaxies,0.22926822304725647,low,0.0,0.45853644609451294,0.0,low,low,1,2
astro_010,baryon_acoustic,Astrophysics > Cosmology > Cosmic Microwave Background > Baryon Acoustic Oscillations,0.508027869462967,high,0.6271896362304688,0.6397419571876526,0.0,high,high,1,2
astro_010,cmb_polarization,Astrophysics > Cosmology > Cosmic Microwave Background > CMB Polarization,0.4632386028766632,medium,0.5554492473602295,0.5932076573371887,0.0,high,medium,1,2
astro_010,cmb_anisotropies,Astrophysics > Cosmology > Cosmic Microwave Background > Temperature Anisotropies,0.4356284201145172,medium,0.5335129499435425,0.5511490702629089,0.0,high,medium,1,2
astro_010,cmb,Astrophysics > Cosmology > Cosmic Microwave Background,0.42803764939308164,medium,0.5212650895118713,0.5433162450790405,0.0,high,medium,1,2
astro_010,cosmology,Astrophysics > Cosmology,0.3927557826042175,low,0.4918978810310364,0.49037283658981323,0.0,medium,low,1,2
astro_010,cmb_spectral_distortions,Astrophysics > Cosmology > Cosmic Microwave Background > Spectral Distortions,0.38351587355136874,low,0.47221454977989197,0.48370301723480225,0.0,medium,low,1,2
astro_010,hubble_tension,Astrophysics > Cosmology > Dark Energy > Hubble Tension,0.42156797647476196,low,0.5506405234336853,0.5127516388893127,0.0,medium,low,2,2
astro_010,cosmological_constant,Astrophysics > Cosmology > Dark Energy > Cosmological Constant,0.3775073975324631,low,0.47719302773475647,0.46869897842407227,0.0,medium,low,1,2
astro_010,recombination,Astrophysics > Cosmology > Cosmic Microwave Background > Recombination Era,0.23387762904167175,low,0.0,0.4677552580833435,0.0,low,low,1,2
astro_011,magnetic_fields,Astrophysics > Stellar Physics > Stellar Atmospheres > Stellar Magnetic Fields,0.2595057189464569,low,0.0,0.5190114378929138,0.0,low,high,1,1
astro_011,magnetars,Astrophysics > Stellar Physics > Compact Objects > Magnetars,0.2426471710205078,low,0.0,0.4852943420410156,0.0,low,medium,1,1
astro_011,spectroscopic_binaries,Astrophysics > Stellar Physics > Binary Stars > Spectroscopic Binaries,0.23728539049625397,low,0.0,0.47457078099250793,0.0,low,low,1,1
astro_011,magnetic_fields_ism,Astrophysics > Galactic Astrophysics > Interstellar Medium > Interstellar Magnetic Fields,0.23610013723373413,low,0.0,0.47220027446746826,0.0,low,low,1,1
astro_011,stellar,Astrophysics > Stellar Physics,0.23482930660247803,low,0.0,0.46965861320495605,0.0,low,low,1,1
astro_011,star_formation,Astrophysics > Galactic Astrophysics > Star Formation,0.23201505839824677,low,0.0,0.46403011679649353,0.0,low,low,1,1
astro_011,binary_stars,Astrophysics > Stellar Physics > Binary Stars,0.22927221655845642,low,0.0,0.45854443311691284,0.0,low,low,1,1
astro_012,xray_clusters,Astrophysics > High-Energy Astrophysics > X-Ray Astronomy > Galaxy Cluster X-Ray Emission,0.48865849971771236,high,0.605491042137146,0.6140223741531372,0.0,high,high,1,1
astro_012,star_clusters,Astrophysics > Galactic Astrophysics > Star Formation > Star Cluster Formation,0.49064272046089175,high,0.61699378490448,0.6110891699790955,0.0,high,high,1,1
astro_012,galaxy_mergers,Astrophysics > Galactic Astrophysics > Galaxy Evolution > Galaxy Mergers,0.47047828435897826,high,0.585685133934021,0.589545488357544,0.0,high,high,1,1
astro_012,star_formation,Astrophysics > Galactic Astrophysics > Star Formation,0.4534658014774322,medium,0.5620315074920654,0.5697126984596252,0.0,high,medium,1,1
astro_012,quenching,Astrophysics > Galactic Astrophysics > Galaxy Evolution > Star Formation Quenching,0.44979220628738403,medium,0.5620381236076355,0.5623615384101868,0.0,high,medium,1,1
astro_012,cloud_collapse,Astrophysics > Galactic Astrophysics > Star Formation > Cloud Collapse,0.4377884864807129,low,0.5679363012313843,0.5348151922225952,0.0,high,low,1,1
astro_012,supernova_remnants,Astrophysics > Galactic Astrophysics > Interstellar Medium > Supernova Remnants,0.2567010223865509,low,0.0,0.5134020447731018,0.0,low,low,1,1
astro_012,triggered_sf,Astrophysics > Galactic Astrophysics > Star Formation > Triggered Star Formation,0.4117078721523285,low,0.5294706225395203,0.5057333707809448,0.0,medium,low,1,1
astro_012,galactic,Astrophysics > Galactic Astrophysics,0.25103697180747986,low,0.0,0.5020739436149597,0.0,low,low,1,1
astro_012,white_dwarf_formation,Astrophysics > Stellar Physics > Stellar Evolution > White Dwarf Formation,0.40326306223869324,low,0.5081820487976074,0.501616895198822,0.0,medium,low,1,1
astro_013,redshift_surveys,Astrophysics > Cosmology > Large-Scale Structure > Redshift Surveys,0.4217773377895355,medium,0.5086609721183777,0.5383580923080444,0.0,medium,high,1,2
astro_013,reionization,Astrophysics > Cosmology > Early Universe > Epoch of Reionization,0.43003053069114683,high,0.5444730520248413,0.5333772301673889,0.0,high,high,1,2
astro_013,recombination,Astrophysics > Cosmology > Cosmic Microwave Background > Recombination Era,0.4065775394439697,medium,0.47871434688568115,0.5259264707565308,0.0,medium,medium,1,2
astro_013,high_z_galaxies,Astrophysics > Galactic Astrophysics > Galaxy Evolution > High-Redshift Galaxies,0.3869568854570389,low,0.5092671513557434,0.4683534801006317,0.0,medium,low,2,2
astro_013,hydrogen_burning,Astrophysics > Stellar Physics > Stellar Nucleosynthesis > Hydrogen Burning,0.24517761170864105,low,0.0,0.4903552234172821,0.0,low,low,1,2
astro_013,agn,Astrophysics > Galactic Astrophysics > Active Galactic Nuclei,0.2354646474123001,low,0.0,0.4709292948246002,0.0,low,low,1,2
astro_014,gravitational_waves_cosmo,Astrophysics > Cosmology > Early Universe > Primordial Gravitational Waves,0.4191339910030365,medium,0.5231818556785583,0.524358868598938,0.0,medium,high,1,2
astro_014,bh_mergers,Astrophysics > High-Energy Astrophysics > Black Holes > Black Hole Mergers,0.4036442160606384,medium,0.5284463763237,0.4902206063270569,0.0,medium,high,1,2
astro_014,stellar_black_holes,Astrophysics > Stellar Physics > Compact Objects > Stellar-Mass Black Holes,0.39610164761543276,medium,0.5229695439338684,0.47842156887054443,0.0,medium,high,1,2
astro_014,intermediate_mass_bh,Astrophysics > High-Energy Astrophysics > Black Holes > Intermediate-Mass Black Holes,0.38417481184005736,medium,0.4931615889072418,0.47245267033576965,0.0,medium,high,1,2
astro_014,black_holes,Astrophysics > High-Energy Astrophysics > Black Holes,0.37768925726413727,medium,0.48350006341934204,0.4652784764766693,0.0,medium,medium,1,2
astro_014,star_clusters,Astrophysics > Galactic Astrophysics > Star Formation > Star Cluster Formation,0.30395933985710144,low,0.0,0.6079186797142029,0.0,low,medium,1,2
astro_014,main_sequence,Astrophysics > Stellar Physics > Stellar Evolution > Main Sequence Evolution,0.3038993179798126,low,0.0,0.6077986359596252,0.0,low,medium,1,2
astro_014,stellar_evolution,Astrophysics > Stellar Physics > Stellar Evolution,0.29865762591362,low,0.0,0.59731525182724,0.0,low,low,1,2
astro_014,white_dwarf_formation,Astrophysics > Stellar Physics > Stellar Evolution > White Dwarf Formation,0.29729512333869934,low,0.0,0.5945902466773987,0.0,low,low,1,2
astro_014,stellar_mass_loss,Astrophysics > Stellar Physics > Stellar Evolution > Stellar Mass Loss,0.2810414135456085,low,0.0,0.562082827091217,0.0,low,low,1,2
astro_014,common_envelope,Astrophysics > Stellar Physics > Binary Stars > Common Envelope Evolution,0.27126139402389526,low,0.0,0.5425227880477905,0.0,low,low,1,2
astro_014,asymptotic_giants,Astrophysics > Stellar Physics > Stellar Evolution > Asymptotic Giant Branch,0.2701606750488281,low,0.0,0.5403213500976562,0.0,low,low,1,2
astro_014,red_giants,Astrophysics > Stellar Physics > Stellar Evolution > Red Giant Branch,0.26685890555381775,low,0.0,0.5337178111076355,0.0,low,low,1,2
astro_014,galaxy_mergers,Astrophysics > Galactic Astrophysics > Galaxy Evolution > Galaxy Mergers,0.2640247344970703,low,0.0,0.5280494689941406,0.0,low,low,1,2
astro_014,star_formation,Astrophysics > Galactic Astrophysics > Star Formation,0.2618580162525177,low,0.0,0.5237160325050354,0.0,low,low,1,2
astro_015,chemical_abundances,Astrophysics > Stellar Physics > Stellar Atmospheres > Chemical Abundances,0.230058491230011,low,0.0,0.460116982460022,0.0,low,high,1,1
astro_016,white_dwarf_formation,Astrophysics > Stellar Physics > Stellar Evolution > White Dwarf Formation,0.4232080042362213,high,0.5458704829216003,0.5188937187194824,0.0,high,high,2,2
astro_016,white_dwarfs,Astrophysics > Stellar Physics > Compact Objects > White Dwarfs,0.41864325404167174,medium,0.5424184203147888,0.5118354558944702,0.0,medium,medium,2,2
astro_016,core_accretion,Astrophysics > Planetary Science > Planetary Formation > Core Accretion Model,0.2680217921733856,low,0.0,0.5360435843467712,0.0,low,low,1,2
astro_016,accretion_disks,Astrophysics > Galactic Astrophysics > Active Galactic Nuclei > Accretion Disk Physics,0.2391892969608307,low,0.0,0.4783785939216614,0.0,low,low,1,2
astro_017,cmb_polarization,Astrophysics > Cosmology > Cosmic Microwave Background > CMB Polarization,0.5195703864097595,high,0.6479225754737854,0.6503872275352478,0.0,high,high,1,2
astro_017,cmb,Astrophysics > Cosmology > Cosmic Microwave Background,0.4269152820110321,medium,0.5563663244247437,0.520010769367218,0.0,high,medium,1,2
astro_017,cmb_spectral_distortions,Astrophysics > Cosmology > Cosmic Microwave Background > Spectral Distortions,0.3943131059408188,medium,0.513321042060852,0.48063358664512634,0.0,medium,medium,1,2
astro_017,cmb_anisotropies,Astrophysics > Cosmology > Cosmic Microwave Background > Temperature Anisotropies,0.38156075179576876,medium,0.506776750087738,0.45905545353889465,0.0,medium,medium,1,2
astro_017,inflation,Astrophysics > Cosmology > Early Universe > Cosmic Inflation,0.28456538915634155,low,0.0,0.5691307783126831,0.0,low,low,1,2
astro_017,large_scale_structure,Astrophysics > Cosmology > Large-Scale Structure,0.2637912333011627,low,0.0,0.5275824666023254,0.0,low,low,1,2
